바코드,이름,판매가격,파싱문자열,회사코드,품목코드,정규화바코드,표준코드후보,대표코드후보,업체코드,검증번호,상태
8.80672E+12,니코레트껌 4mg 30개,"12,000",6723000240,6723,00024,8806723000240 ,8806723000240 ,672300024,6723,0,OK
8.80672E+12,니코레트패치 10mg 7매,"11,000",6723001223,6723,00122,8806723001223 ,8806723001223 ,672300122,6723,3,OK
8.80672E+12,니코레트패치 15mg 7매,"12,000",6723001322,6723,00132,8806723001322 ,8806723001322 ,672300132,6723,2,OK
8.80672E+12,니코레트패치 25mg 7매,"13,000",6723001421,6723,00142,8806723001421 ,8806723001421 ,672300142,6723,1,OK
8.80672E+12,로게인5% 폼에어로졸 60g x 3캔,"70,000",6723001537,6723,00153,8806723001537 ,8806723001537 ,672300153,6723,7,OK
8.80672E+12,한국 어린이 타이레놀산 160mg/12P,"4,500",6723001728,6723,00172,8806723001728 ,8806723001728 ,672300172,6723,8,OK
8.80672E+12,한국 타이레놀산 500mg/12P,"6,000",6723001827,6723,00182,8806723001827 ,8806723001827 ,672300182,6723,7,OK
8.80672E+12,[켄뷰] 우먼스 타이레놀 10T,"2,900",6723002114,6723,00211,8806723002114 ,8806723002114 ,672300211,6723,4,OK
8.80672E+12,한국 타이레놀콜드-에스/10T,"2,500",6723002213,6723,00221,8806723002213 ,8806723002213 ,672300221,6723,3,OK
8.80672E+12,한국 타이레놀정 500mg/10T,"2,500",6723002329,6723,00232,8806723002329 ,8806723002329 ,672300232,6723,9,OK
8.80672E+12,한국 타이레놀 500mg/30T,"7,000",6723002336,6723,00233,8806723002336 ,8806723002336 ,672300233,6723,6,OK
8.80672E+12,한국 타이레놀 500mg/110T,"23,500",6723002343,6723,00234,8806723002343 ,8806723002343 ,672300234,6723,3,OK
8.80672E+12,한국 타이레놀 이알서방정 650mg/6T,"1,800",6723002411,6723,00241,8806723002411 ,8806723002411 ,672300241,6723,1,OK
8.80672E+12,[켄뷰] 어린이 타이레놀 현탁액 100ml,"5,700",6723002527,6723,00252,8806723002527 ,8806723002527 ,672300252,6723,7,OK
8.80674E+12,[옵투스] 오에수 트레할로스 0.5ml x 30관,"6,000",6741020220,6741,02022,8806741020220 ,8806741020220 ,674102022,6741,0,OK
8.80675E+12,[메나리니] 풀케어 네일라카 6.6ml,"32,000",6749004420,6749,00442,8806749004420 ,8806749004420 ,674900442,6749,0,OK
8.80675E+12,서근령약교포 24매,"8,000",6754000226,6754,00022,8806754000226 ,8806754000226 ,675400022,6754,6,OK
8.80677E+13,풀케어 6.6ml,"25,000",67749004420,6774,90044,88067749004420 ,8806774900442 ,677490044,6774,2,OK
8.80679E+12,코코스탑 나잘스프레이 18ml,"5,000",6786020612,6786,02061,8806786020612 ,8806786020612 ,678602061,6786,2,OK
8.80679E+12,"크린클관류제 1,000ml","1,800",6789011211,6789,01121,8806789011211 ,8806789011211 ,678901121,6789,1,OK
8.80679E+12,크린클관류제 20ml × 20EA,"9,000",6789011358,6789,01135,8806789011358 ,8806789011358 ,678901135,6789,8,OK
8.8068E+12,에이치코 연질캡슐 10C,"1,000",6796014816,6796,01481,8806796014816 ,8806796014816 ,679601481,6796,6,OK
8.8068E+12,에이치코프 연질캡슐 10C,"1,000",6796015011,6796,01501,8806796015011 ,8806796015011 ,679601501,6796,1,OK
8.8068E+12,구미 포비돈 요오드 (25ml),"1,000",6804000817,6804,00081,8806804000817 ,8806804000817 ,680400081,6804,7,OK
8.80688E+12,포텐시에이터액 10ml*20AMP,"60,000",6876001026,6876,00102,8806876001026 ,8806876001026 ,687600102,6876,6,OK
8.80689E+12,[광동] 이바파정 20T,"3,000",6890016310,6890,01631,8806890016310 ,8806890016310 ,689001631,6890,0,OK
8.80689E+12,[광동] 락토그린 10T,"2,000",6890016815,6890,01681,8806890016815 ,8806890016815 ,689001681,6890,5,OK
8.80695E+12,콘투락투벡스 20g,"35,000",6948001725,6948,00172,8806948001725 ,8806948001725 ,694800172,6948,5,OK
8.807E+12,올리브3 24P,"34,900",7001111009,7001,11100,8807001111009 ,8807001111009 ,700111100,7001,9,OK
8.807E+12,올리브3 10P,"16,900",7001111191,7001,11119,8807001111191 ,8807001111191 ,700111119,7001,1,OK
8.80701E+12,모스케어싹 80ml,"8,000",7007353670,7007,35367,8807007353670 ,8807007353670 ,700735367,7007,0,OK
8.80749E+12,멸균연고면봉 30EA,"2,000",7494000224,7494,00022,8807494000224 ,8807494000224 ,749400022,7494,4,OK
8.80864E+12,로얄 알부민 미슬토 플라센타 맥스 25ml x 60v,"120,000",8641357925,8641,35792,8808641357925 ,8808641357925 ,864135792,8641,5,OK
8.809E+12,원기소 멀티바이오틱스,"21,000",9001237093,9001,23709,8809001237093 ,8809001237093 ,900123709,9001,3,OK
8.809E+12,유한m 100달톤 콜라겐 120P(60P x 2EA),"60,000",9001239981,9001,23998,8809001239981 ,8809001239981 ,900123998,9001,1,OK
8.809E+12,[네오] 소프트 일반형 콘돔(Plain-P),"4,000",9001579124,9001,57912,8809001579124 ,8809001579124 ,900157912,9001,4,OK
8.809E+12,[네오] 소프트 돌출형 콘돔(Dots-D),"6,400",9001579223,9001,57922,8809001579223 ,8809001579223 ,900157922,9001,3,OK
8.809E+12,[네오] 소프트 나선형 콘돔(Spirals-S),"5,600",9001579322,9001,57932,8809001579322 ,8809001579322 ,900157932,9001,2,OK
8.809E+12,[네오] 소프트 49형 콘돔(49mmWidth),"4,800",9001579421,9001,57942,8809001579421 ,8809001579421 ,900157942,9001,1,OK
8.809E+12,[네오] 소프트 슬림형 콘돔((P-Type),"7,200",9001579520,9001,57952,8809001579520 ,8809001579520 ,900157952,9001,0,OK
8.809E+12,[네오] 소프트 프리미엄 초박형 콘돔,"8,000",9001579551,9001,57955,8809001579551 ,8809001579551 ,900157955,9001,1,OK
8.80903E+12,아세톤 100ml,"1,200",9034584683,9034,58468,8809034584683 ,8809034584683 ,903458468,9034,3,OK
8809034589800 8809034589800,핑크퐁베이비파우더,"9,000",90345898008809034589800,9034,58980,88090345898008809034589800,8809034589800 ,903458980,9034,0,OK
8.80906E+12,이지템 귀 적외선 체온계(BT-020),"38,000",9059505106,9059,50510,8809059505106 ,8809059505106 ,905950510,9059,6,OK
8.80907E+12,한양 혀크리너,"1,500",9072220246,9072,22024,8809072220246 ,8809072220246 ,907222024,9072,6,OK
8.80907E+12,잇백 시린이 듀얼케어 120g,"10,000",9072222462,9072,22246,8809072222462 ,8809072222462 ,907222246,9072,2,OK
8.8091E+12,두뇌엔 PS진 2g x 15P,"17,000",9097856628,9097,85662,8809097856628 ,8809097856628 ,909785662,9097,8,OK
8.80912E+12,메디플러스포아 소형(백색 / 1.25cm x 9.1m),800,9118170993,9118,17099,8809118170993 ,8809118170993 ,911817099,9118,3,OK
8.80912E+12,메디플러스포아 중형(백색 / 2.5cm x 9.1m),"1,200",9118171006,9118,17100,8809118171006 ,8809118171006 ,911817100,9118,6,OK
8.80912E+12,메디플러스포아 소형(살색 / 1.25cm x 9.1m),800,9118171013,9118,17101,8809118171013 ,8809118171013 ,911817101,9118,3,OK
8.80912E+12,메디플러스포아 중형(살색 /2.5cm x 9.1m),"1,200",9118171020,9118,17102,8809118171020 ,8809118171020 ,911817102,9118,0,OK
8.80912E+12,메디 손끝 아쿠아밴드 표준형 6P,"2,500",9118171945,9118,17194,8809118171945 ,8809118171945 ,911817194,9118,5,OK
8.80912E+12,메디 손끝 아쿠아밴드 소형 8P,"2,500",9118171969,9118,17196,8809118171969 ,8809118171969 ,911817196,9118,9,OK
8.80913E+12,바로잰 혈당측정 검사지,"11,000",9126641195,9126,64119,8809126641195 ,8809126641195 ,912664119,9126,5,OK
8.80913E+12,바로잰 개인용 혈당측정기,"17,500",9126646862,9126,64686,8809126646862 ,8809126646862 ,912664686,9126,2,OK
8.80913E+12,바로잰 일회용 멸균 수동 채혈침 36G,"1,500",9126648842,9126,64884,8809126648842 ,8809126648842 ,912664884,9126,2,OK
8.80913E+12,하이맘밴드 방수탄력 기본형 20매,"3,500",9129320837,9129,32083,8809129320837 ,8809129320837 ,912932083,9129,7,OK
8.80913E+12,하이맘밴드 방수탄력 대형 16매,"3,500",9129320844,9129,32084,8809129320844 ,8809129320844 ,912932084,9129,4,OK
8.80913E+12,하이맘밴드 방수탄력 손끝형 10매,"3,500",9129320851,9129,32085,8809129320851 ,8809129320851 ,912932085,9129,1,OK
8.80915E+12,초롱핑의 사과칩 15g,"3,800",9154379299,9154,37929,8809154379299 ,8809154379299 ,915437929,9154,9,OK
8.80915E+12,하츄핑의 딸기칩 12g,"3,800",9154379305,9154,37930,8809154379305 ,8809154379305 ,915437930,9154,5,OK
8.80916E+12,어린리즈 저분자콜라겐 2g x 90포,"51,000",9159461999,9159,46199,8809159461999 ,8809159461999 ,915946199,9159,9,OK
8.80916E+12,유한m 어린리즈 저분자콜라겐 2g x 30포,"17,000",9159462002,9159,46200,8809159462002 ,8809159462002 ,915946200,9159,2,OK
8.80916E+12,액티브 셀렌효모 플러스 480T(240T x 2ea),"30,000",9159466123,9159,46612,8809159466123 ,8809159466123 ,915946612,9159,3,OK
8.80916E+12,프로신 프로폴리스[한솔] 10C,"2,000",9159466222,9159,46622,8809159466222 ,8809159466222 ,915946622,9159,2,OK
8.80918E+12,포스트 프로폴리스 120C(60C x 2EA),"60,000",9176312427,9176,31242,8809176312427 ,8809176312427 ,917631242,9176,7,OK
8.80919E+12,레모나 맥스 3000mg 100P(3g x 20P x 5EA),"35,000",9191010797,9191,01079,8809191010797 ,8809191010797 ,919101079,9191,7,OK
8.80919E+12,모스펜스 60ml,"8,000",9193964081,9193,96408,8809193964081 ,8809193964081 ,919396408,9193,1,OK
8.8092E+12,멜록시벳 츄어블정 1.0mg 50T,"31,500",9198570638,9198,57063,8809198570638 ,8809198570638 ,919857063,9198,8,OK
8.8092E+12,포레신 15ml,"12,600",9198570652,9198,57065,8809198570652 ,8809198570652 ,919857065,9198,2,OK
8.8092E+12,케타딘샴푸 200ml,"19,800",9198570669,9198,57066,8809198570669 ,8809198570669 ,919857066,9198,9,OK
8.80921E+12,비타하임 비타민C500(레몬),"4,500",9206501500,9206,50150,8809206501500 ,8809206501500 ,920650150,9206,0,OK
8.80921E+12,골드 상쾌한 변화 (요구르트맛) 120ml,"5,000",9209600668,9209,60066,8809209600668 ,8809209600668 ,920960066,9209,8,OK
8.80924E+12,큐어반 번 스프레이 50g,"8,000",9241998273,9241,99827,8809241998273 ,8809241998273 ,924199827,9241,3,OK
8.80926E+12,키움비타 뽀로로 비타민,"3,500",9261900409,9261,90040,8809261900409 ,8809261900409 ,926190040,9261,9,OK
8.80926E+12,핑크퐁 아기상어 키움비타 15T,"3,500",9261909129,9261,90912,8809261909129 ,8809261909129 ,926190912,9261,9,OK
8.80926E+12,퍼슨)에프에이 알콜스왑(이소프로판올) 100매,"2,800",9262391824,9262,39182,8809262391824 ,8809262391824 ,926239182,9262,4,OK
8.80926E+12,[퍼슨] 에프에이 알콜스왑 100P,"2,800",9262392548,9262,39254,8809262392548 ,8809262392548 ,926239254,9262,8,OK
8.80927E+12,픽컵 해피베어젤리 100g,"3,200",9273173884,9273,17388,8809273173884 ,8809273173884 ,927317388,9273,4,OK
8.80927E+12,비달 샤크 젤리 100g,"3,200",9273174089,9273,17408,8809273174089 ,8809273174089 ,927317408,9273,9,OK
8.80927E+12,픽컵젤리 피니 해피믹스 100g,"3,200",9273179251,9273,17925,8809273179251 ,8809273179251 ,927317925,9273,1,OK
8.80927E+12,피니 웜 젤리 100g,"3,200",9273179367,9273,17936,8809273179367 ,8809273179367 ,927317936,9273,7,OK
8.80927E+12,비달 팹 믹스젤리 100g,"3,200",9273180738,9273,18073,8809273180738 ,8809273180738 ,927318073,9273,8,OK
8.80927E+12,픽컵 푸르트 모양 젤리 100g,"3,200",9273181315,9273,18131,8809273181315 ,8809273181315 ,927318131,9273,5,OK
8.80927E+12,성인용 열냉각시트 6P,"5,000",9273181537,9273,18153,8809273181537 ,8809273181537 ,927318153,9273,7,OK
8.80927E+12,픽컵 믹스 젤리 100g,"3,200",9273181773,9273,18177,8809273181773 ,8809273181773 ,927318177,9273,3,OK
8.80927E+12,픽컵 피니 상어모양 젤리 100g,"3,200",9273182008,9273,18200,8809273182008 ,8809273182008 ,927318200,9273,8,OK
8.80929E+12,상공 멸균거즈 3호 소(5cm x 5cm) 8P,450,9291820258,9291,82025,8809291820258 ,8809291820258 ,929182025,9291,8,OK
8.80929E+12,상공멸균거즈3호 7.5cm*7.5cm*8p,550,9291820265,9291,82026,8809291820265 ,8809291820265 ,929182026,9291,5,OK
8.80929E+12,상공멸균거즈3호 10cm*10cm*8p,600,9291820272,9291,82027,8809291820272 ,8809291820272 ,929182027,9291,2,OK
8.80931E+12,예쁜얼굴 고보습 수분크림 90g,"10,000",9311210106,9311,21010,8809311210106 ,8809311210106 ,931121010,9311,6,OK
8.80932E+12,글루코나비 혈당검사지 50개,"15,000",9319390763,9319,39076,8809319390763 ,8809319390763 ,931939076,9319,3,OK
8.80932E+12,글루코나비 (혈당측정기+검사지 1EA),"15,000",9319390848,9319,39084,8809319390848 ,8809319390848 ,931939084,9319,8,OK
8.80932E+12,란셋 100P,"2,500",9319393344,9319,39334,8809319393344 ,8809319393344 ,931939334,9319,4,OK
8.80932E+12,란셋 200P,"3,500",9319393351,9319,39335,8809319393351 ,8809319393351 ,931939335,9319,1,OK
8.80932E+12,에너지바이탈 포도당캔디 블루베리맛 18T,"2,500",9320250506,9320,25050,8809320250506 ,8809320250506 ,932025050,9320,6,OK
8.80932E+12,에너지바이탈 포도당캔디 레몬맛 18T,"2,500",9320250513,9320,25051,8809320250513 ,8809320250513 ,932025051,9320,3,OK
8.80932E+12,에너지바이탈 포도당캔디 복숭아맛 18T,"2,500",9320250537,9320,25053,8809320250537 ,8809320250537 ,932025053,9320,7,OK
8.80932E+12,에너지바이탈 포도당캔디 파인애플맛 18T,"2,500",9320250643,9320,25064,8809320250643 ,8809320250643 ,932025064,9320,3,OK
8.80932E+12,에너지바이탈 포도당캔디 망고맛 18T,"2,500",9320250650,9320,25065,8809320250650 ,8809320250650 ,932025065,9320,0,OK
8.80932E+12,광동 견옥고 본 (트릿형/30개입),"26,100",9323720761,9323,72076,8809323720761 ,8809323720761 ,932372076,9323,1,OK
8.80932E+12,마데카 습윤밴드 폼 잘라쓰는타입 1매,"8,000",9324921488,9324,92148,8809324921488 ,8809324921488 ,932492148,9324,8,OK
8.80933E+12,MK 아쿠아 콜라겐 20ml x 30V,"150,000",9326644156,9326,64415,8809326644156 ,8809326644156 ,932664415,9326,6,OK
8.80933E+12,닥터루템 이시형박사 알부민 플래티넘,"129,000",9326645597,9326,64559,8809326645597 ,8809326645597 ,932664559,9326,7,OK
8.80933E+12,[익수] 위속청Q 100ml,"1,000",9330473155,9330,47315,8809330473155 ,8809330473155 ,933047315,9330,5,OK
8.80933E+12,위속청Q 1박스(100ml x 10EA),"10,000",9330473162,9330,47316,8809330473162 ,8809330473162 ,933047316,9330,2,OK
8.80933E+12,파워텐골드,"2,000",9330479003,9330,47900,8809330479003 ,8809330479003 ,933047900,9330,3,OK
8.80933E+12,파워텐 골드 1박스(100ml x 10EA),"18,000",9330479010,9330,47901,8809330479010 ,8809330479010 ,933047901,9330,0,OK
8.80933E+12,덴티코어 2중 미세모 칫솔 4개입,"5,000",9334171989,9334,17198,8809334171989 ,8809334171989 ,933417198,9334,9,OK
8.80935E+12,멜라세덤 샴푸 200ml,"18,000",9351430038,9351,43003,8809351430038 ,8809351430038 ,935143003,9351,8,OK
8.80935E+12,터비덤스프레이큐어 100ml,"18,000",9351430052,9351,43005,8809351430052 ,8809351430052 ,935143005,9351,2,OK
8.80936E+12,인사덴트 신속 60T,"8,000",9355651569,9355,65156,8809355651569 ,8809355651569 ,935565156,9355,9,OK
8.80936E+12,인사덴트 교정기 세정제 60T,"10,000",9355651699,9355,65169,8809355651699 ,8809355651699 ,935565169,9355,9,OK
8.80936E+12,인사덴트 나이트 60정,"8,000",9355651705,9355,65170,8809355651705 ,8809355651705 ,935565170,9355,5,OK
8.80936E+12,해피레이디 1300mg 120C(60*2),"80,000",9364340270,9364,34027,8809364340270 ,8809364340270 ,936434027,9364,0,OK
8.80936E+12,당케어골드 60c*2,"70,000",9364340478,9364,34047,8809364340478 ,8809364340478 ,936434047,9364,8,OK
8.80936E+12,멜라토칸액 20ml x 30병(10V x 3EA),"80,000",9364340744,9364,34074,8809364340744 ,8809364340744 ,936434074,9364,4,OK
8.80937E+12,메딕 소독용에탄올 250ml,"1,000",9365120611,9365,12061,8809365120611 ,8809365120611 ,936512061,9365,1,OK
8.80937E+12,과산화수소수 250ml,800,9365120666,9365,12066,8809365120666 ,8809365120666 ,936512066,9365,6,OK
8.80937E+12,글리세린 100g,"1,200",9365121588,9365,12158,8809365121588 ,8809365121588 ,936512158,9365,8,OK
8.80938E+12,반테린 서포터 무릎 S,"18,000",9376580657,9376,58065,8809376580657 ,8809376580657 ,937658065,9376,7,OK
8.80938E+12,반테린 서포터 무릎 M,"18,000",9376580664,9376,58066,8809376580664 ,8809376580664 ,937658066,9376,4,OK
8.80938E+12,반테린 서포터 무릎 L,"18,000",9376580671,9376,58067,8809376580671 ,8809376580671 ,937658067,9376,1,OK
8.80938E+12,반테린 서포터 무릎 XL,"18,000",9376580688,9376,58068,8809376580688 ,8809376580688 ,937658068,9376,8,OK
8.80938E+12,반테린 서포터 팔꿈치 S,"18,000",9376580695,9376,58069,8809376580695 ,8809376580695 ,937658069,9376,5,OK
8.80938E+12,반테린 서포터 팔꿈치 M,"18,000",9376580701,9376,58070,8809376580701 ,8809376580701 ,937658070,9376,1,OK
8.80938E+12,반테린 서포터 팔꿈치 L,"18,000",9376580718,9376,58071,8809376580718 ,8809376580718 ,937658071,9376,8,OK
8.80938E+12,반테린 서포터 발목 S,"18,000",9376580725,9376,58072,8809376580725 ,8809376580725 ,937658072,9376,5,OK
8.80938E+12,반테린 서포터 발목 M,"18,000",9376580732,9376,58073,8809376580732 ,8809376580732 ,937658073,9376,2,OK
8.80938E+12,반테린 서포터 발목 L,"18,000",9376580749,9376,58074,8809376580749 ,8809376580749 ,937658074,9376,9,OK
8.80938E+12,반테린 서포터 손목 S,"18,000",9376580756,9376,58075,8809376580756 ,8809376580756 ,937658075,9376,6,OK
8.80938E+12,반테린 서포터 손목 M,"18,000",9376580763,9376,58076,8809376580763 ,8809376580763 ,937658076,9376,3,OK
8.80938E+12,반테린 서포터 손목 L,"18,000",9376580770,9376,58077,8809376580770 ,8809376580770 ,937658077,9376,0,OK
8.80938E+12,반테린 서포터 종아리 M,"30,000",9376580787,9376,58078,8809376580787 ,8809376580787 ,937658078,9376,7,OK
8.80938E+12,반테린 서포터 종아리 L,"30,000",9376580794,9376,58079,8809376580794 ,8809376580794 ,937658079,9376,4,OK
8.80938E+12,반테린 서포터 허리 M,"35,000",9376580930,9376,58093,8809376580930 ,8809376580930 ,937658093,9376,0,OK
8.80938E+12,반테린 서포터 허리 L,"35,000",9376580947,9376,58094,8809376580947 ,8809376580947 ,937658094,9376,7,OK
8.80938E+12,반테린 서포터 허리 XL,"35,000",9376580954,9376,58095,8809376580954 ,8809376580954 ,937658095,9376,4,OK
8.80938E+12,반테린 서포터 가압허리 M,"50,000",9376580992,9376,58099,8809376580992 ,8809376580992 ,937658099,9376,2,OK
8.80938E+12,반테린 서포터 가압허리 L,"50,000",9376581005,9376,58100,8809376581005 ,8809376581005 ,937658100,9376,5,OK
8.80938E+12,반테린 서포터 가압허리 XL,"50,000",9376581012,9376,58101,8809376581012 ,8809376581012 ,937658101,9376,2,OK
8.80938E+12,반테린 요추 코르셋 M,"65,000",9376581081,9376,58108,8809376581081 ,8809376581081 ,937658108,9376,1,OK
8.80938E+12,반테린 요추 코르셋 L,"65,000",9376581098,9376,58109,8809376581098 ,8809376581098 ,937658109,9376,8,OK
8.80938E+12,반테린 요추 코르셋 XL,"65,000",9376581104,9376,58110,8809376581104 ,8809376581104 ,937658110,9376,4,OK
8.80938E+12,반테린 요추 코르셋 XXL,"70,000",9376581111,9376,58111,8809376581111 ,8809376581111 ,937658111,9376,1,OK
8.80941E+12,히딩크 동전패치 리필 75매,"4,000",9411011689,9411,01168,8809411011689 ,8809411011689 ,941101168,9411,9,OK
8.80942E+12,헛개컨디션 120ml x 10병,"30,000",9422042993,9422,04299,8809422042993 ,8809422042993 ,942204299,9422,3,OK
8.80943E+12,불빛 회전 목마 20T,"3,500",9427531454,9427,53145,8809427531454 ,8809427531454 ,942753145,9427,4,OK
8.80943E+12,더밴드 키즈밴드 헬로카봇 표준형 16매,800,9434847272,9434,84727,8809434847272 ,8809434847272 ,943484727,9434,2,OK
8.80943E+12,핑크퐁 아기상어 더밴드 표준형 16매,800,9434849245,9434,84924,8809434849245 ,8809434849245 ,943484924,9434,5,OK
8.80945E+12,네오 맘스덤뷰티 블레미쉬 클린 릴리프 108매,"4,000",9449344384,9449,34438,8809449344384 ,8809449344384 ,944934438,9449,4,OK
8.80945E+12,네오 맘스덤뷰티 패치 미세스파이크 12매,"8,000",9449344391,9449,34439,8809449344391 ,8809449344391 ,944934439,9449,1,OK
8.80945E+12,네오소프트 치간칫솔 I자형 SSSS(0) 10개입,"4,000",9449344452,9449,34445,8809449344452 ,8809449344452 ,944934445,9449,2,OK
8.80945E+12,네오소프트 치간칫솔 I자형 SSS(1) 10개입,"4,000",9449344469,9449,34446,8809449344469 ,8809449344469 ,944934446,9449,9,OK
8.80945E+12,네오소프트 치간칫솔 I자형 SS(2) 10개입,"4,000",9449344476,9449,34447,8809449344476 ,8809449344476 ,944934447,9449,6,OK
