바코드,이름,판매가격,파싱문자열,회사코드,품목코드,정규화바코드,표준코드후보,대표코드후보,업체코드,검증번호,상태
8.80642E+12,대웅 복합우루사 25mg / 60C,"27,000",6416015575,6416,01557,8806416015575 ,8806416015575 ,641601557,6416,5,OK
8.80642E+12,대웅 우루사정 100mg 100T,"39,000",6416020432,6416,02043,8806416020432 ,8806416020432 ,641602043,6416,2,OK
8.80642E+12,이지엔6애니 연질캡슐 10C,"2,000",6416021323,6416,02132,8806416021323 ,8806416021323 ,641602132,6416,3,OK
8.80642E+12,이지엔6프로 연질캡슐 10C,"2,000",6416021415,6416,02141,8806416021415 ,8806416021415 ,641602141,6416,5,OK
8.80642E+12,이지엔6프로 30C,"5,800",6416021422,6416,02142,8806416021422 ,8806416021422 ,641602142,6416,2,OK
8.80642E+12,대웅 우루사 50mg / 120C,"36,000",6416026915,6416,02691,8806416026915 ,8806416026915 ,641602691,6416,5,OK
8.80642E+12,이지에프 새살연고(생),"22,900",6416046616,6416,04661,8806416046616 ,8806416046616 ,641604661,6416,6,OK
8.80642E+12,이지엔6이브 연질캡슐 10C,"2,000",6416055519,6416,05551,8806416055519 ,8806416055519 ,641605551,6416,9,OK
8.80642E+12,이지엔6이브 30C,"5,800",6416055526,6416,05552,8806416055526 ,8806416055526 ,641605552,6416,6,OK
8.80642E+12,이지엔6 스트롱 연질캡슐 10C,"2,000",6416062210,6416,06221,8806416062210 ,8806416062210 ,641606221,6416,0,OK
8.80642E+12,코메키나 캡슐 10C,"3,000",6416064320,6416,06432,8806416064320 ,8806416064320 ,641606432,6416,0,OK
8.80642E+12,스타빅 20ml x 6P,"4,000",6416071731,6416,07173,8806416071731 ,8806416071731 ,641607173,6416,1,OK
8.80642E+12,이지엔6 나이트 연질캡슐 10C,"2,500",6416077719,6416,07771,8806416077719 ,8806416077719 ,641607771,6416,9,OK
8.80642E+12,이지엔6 에이스정 500mg 10T,"2,000",6416081815,6416,08181,8806416081815 ,8806416081815 ,641608181,6416,5,OK
8.80642E+12,[일양] 벌무덴 40ml,"4,800",6417005216,6417,00521,8806417005216 ,8806417005216 ,641700521,6417,6,OK
8.80642E+12,아미노피정[일양],"40,000",6417009825,6417,00982,8806417009825 ,8806417009825 ,641700982,6417,5,OK
8.80642E+12,알콤정4T,"3,000",6417011514,6417,01151,8806417011514 ,8806417011514 ,641701151,6417,4,OK
8.80642E+12,원비디100M,700,6417013013,6417,01301,8806417013013 ,8806417013013 ,641701301,6417,3,OK
8.80642E+12,진코텔정2박스,"70,000",6417021629,6417,02162,8806417021629 ,8806417021629 ,641702162,6417,9,OK
8.80642E+12,헤모콤액30V,"45,000",6417026617,6417,02661,8806417026617 ,8806417026617 ,641702661,6417,7,OK
8.80642E+12,헤모콤플러스연질120C,"40,000",6417026716,6417,02671,8806417026716 ,8806417026716 ,641702671,6417,6,OK
8.80642E+12,본엔디연질캡슐120C,"35,000",6417038313,6417,03831,8806417038313 ,8806417038313 ,641703831,6417,3,OK
8.80642E+12,혈강고카타플라스마6P,"2,500",6417043713,6417,04371,8806417043713 ,8806417043713 ,641704371,6417,3,OK
8.80642E+12,도담도담츄어블정240T,"30,000",6417044512,6417,04451,8806417044512 ,8806417044512 ,641704451,6417,2,OK
8.80642E+12,노루모듀얼액션현탁액4P,"3,000",6417046424,6417,04642,8806417046424 ,8806417046424 ,641704642,6417,4,OK
8.80642E+12,노루모듀얼액션현탁액10P,"7,000",6417046448,6417,04644,8806417046448 ,8806417046448 ,641704644,6417,8,OK
8.80642E+12,노루모에프내복액75ML,700,6417048619,6417,04861,8806417048619 ,8806417048619 ,641704861,6417,9,OK
8.80642E+12,두피나액30ML,"5,000",6417052616,6417,05261,8806417052616 ,8806417052616 ,641705261,6417,6,OK
8.80642E+12,일양경옥고60P,"99,000",6417055426,6417,05542,8806417055426 ,8806417055426 ,641705542,6417,6,OK
8.80642E+12,황력골드액100ML,"2,000",6417057710,6417,05771,8806417057710 ,8806417057710 ,641705771,6417,0,OK
8.80642E+12,애린쏙정10T,"2,000",6417057819,6417,05781,8806417057819 ,8806417057819 ,641705781,6417,9,OK
8.80642E+12,도담도담 트리플 비타액 60P,"45,000",6417057925,6417,05792,8806417057925 ,8806417057925 ,641705792,6417,5,OK
8.80642E+12,보나링스피드액5P,"3,000",6417062912,6417,06291,8806417062912 ,8806417062912 ,641706291,6417,2,OK
8.80642E+12,크로아존엔정10T,"2,000",6417063810,6417,06381,8806417063810 ,8806417063810 ,641706381,6417,0,OK
8.80642E+12,메코엠지프리미엄정120T,"45,000",6417064510,6417,06451,8806417064510 ,8806417064510 ,641706451,6417,0,OK
8.80642E+12,광동우황청심원(사향함유)(환제),"14,000",6418006519,6418,00651,8806418006519 ,8806418006519 ,641800651,6418,9,OK
8.80642E+12,광동 우황청심원-환/1丸(영묘향)(신),"9,900",6418006618,6418,00661,8806418006618 ,8806418006618 ,641800661,6418,8,OK
8.80642E+12,[광동] 우황청심원 현탁액(사향) 50ml,"13,000",6418006922,6418,00692,8806418006922 ,8806418006922 ,641800692,6418,2,OK
8.80642E+12,[광동] 우황청심원 현탁액(영묘향/갈색) 50ml,"7,000",6418007011,6418,00701,8806418007011 ,8806418007011 ,641800701,6418,1,OK
8.80642E+12,[광동] 우황청심원 현탁액(영묘향) 50ml,"7,000",6418007028,6418,00702,8806418007028 ,8806418007028 ,641800702,6418,8,OK
8.80642E+12,광동원탕 100ml,"1,000",6418007615,6418,00761,8806418007615 ,8806418007615 ,641800761,6418,5,OK
8.80642E+12,솔표쌍감탕액(갈근탕)(10입),"9,000",6418027736,6418,02773,8806418027736 ,8806418027736 ,641802773,6418,6,OK
8.80642E+12,[광동] 파워라센액 20ml x 30V,"100,000",6418031429,6418,03142,8806418031429 ,8806418031429 ,641803142,6418,9,OK
8.80642E+12,페리비타캡슐,"60,000",6418032228,6418,03222,8806418032228 ,8806418032228 ,641803222,6418,8,OK
8.80642E+12,센스리베정(PTP),"8,000",6418051915,6418,05191,8806418051915 ,8806418051915 ,641805191,6418,5,OK
8.80642E+12,벤포파워제트액(이중캡),"3,000",6418067510,6418,06751,8806418067510 ,8806418067510 ,641806751,6418,0,OK
8.80642E+12,평위천프라임액 75ml,"1,000",6418068111,6418,06811,8806418068111 ,8806418068111 ,641806811,6418,1,OK
8.80642E+12,센코딜에프 20T,"3,000",6418068722,6418,06872,8806418068722 ,8806418068722 ,641806872,6418,2,OK
8.80642E+12,큐아크네 플러스 15g,"9,000",6418069910,6418,06991,8806418069910 ,8806418069910 ,641806991,6418,0,OK
8.80642E+12,광동 공진단 30환,"1,300,000",6418073443,6418,07344,8806418073443 ,8806418073443 ,641807344,6418,3,OK
8.80642E+12,광동 공진단 90환,"3,750,000",6418073450,6418,07345,8806418073450 ,8806418073450 ,641807345,6418,0,OK
8.80642E+12,광동 인후엔 가글액 100ml,"3,000",6418074617,6418,07461,8806418074617 ,8806418074617 ,641807461,6418,7,OK
8.80642E+12,뉴브이 로토이엑스 12ml,"3,500",6419002435,6419,00243,8806419002435 ,8806419002435 ,641900243,6419,5,OK
8.80642E+12,로토 지파이 뉴 11ml,"4,000",6419004439,6419,00443,8806419004439 ,8806419004439 ,641900443,6419,9,OK
8.80642E+12,용각산 25g,"5,500",6419031312,6419,03131,8806419031312 ,8806419031312 ,641903131,6419,2,OK
8.80642E+12,용각산 55g,"11,000",6419031329,6419,03132,8806419031329 ,8806419031329 ,641903132,6419,9,OK
8.80642E+12,용각산쿨 복숭아향 50P,"16,000",6419031695,6419,03169,8806419031695 ,8806419031695 ,641903169,6419,5,OK
8.80642E+12,용각산쿨 민트향 50P,"16,000",6419031718,6419,03171,8806419031718 ,8806419031718 ,641903171,6419,8,OK
8.80642E+12,로토 씨큐브 아쿠아차지 아이 12ml,"4,000",6419056124,6419,05612,8806419056124 ,8806419056124 ,641905612,6419,4,OK
8.80642E+12,트란시노2 120T,"50,000",6419065119,6419,06511,8806419065119 ,8806419065119 ,641906511,6419,9,OK
8.80642E+12,누보클렌액 50ml,"3,000",6420000628,6420,00062,8806420000628 ,8806420000628 ,642000062,6420,8,OK
8.80642E+12,마이녹실액3% 60ml,"19,000",6420003216,6420,00321,8806420003216 ,8806420003216 ,642000321,6420,6,OK
8.80642E+12,마이녹실액3% 180ml,"40,000",6420003223,6420,00322,8806420003223 ,8806420003223 ,642000322,6420,3,OK
8.80642E+12,마이녹실액5% 60ml,"19,000",6420003315,6420,00331,8806420003315 ,8806420003315 ,642000331,6420,5,OK
8.80642E+12,마이녹실액5% 150ml,"30,000",6420003384,6420,00338,8806420003384 ,8806420003384 ,642000338,6420,4,OK
8.80642E+12,[현대] 물파스 에프 88ml,"3,500",6420012829,6420,01282,8806420012829 ,8806420012829 ,642001282,6420,9,OK
8.80642E+12,마이녹실겔5% 15g,"5,000",6420014335,6420,01433,8806420014335 ,8806420014335 ,642001433,6420,5,OK
8.80642E+12,버물리 키드 25g,"3,500",6420014427,6420,01442,8806420014427 ,8806420014427 ,642001442,6420,7,OK
8.80642E+12,[현대] 에어파스 맥스 200ml,"3,500",6420014595,6420,01459,8806420014595 ,8806420014595 ,642001459,6420,5,OK
8.80642E+12,마이녹실에스 180C,"55,000",6420019033,6420,01903,8806420019033 ,8806420019033 ,642001903,6420,3,OK
8.80642E+12,마이녹실에스 360C,"90,000",6420019040,6420,01904,8806420019040 ,8806420019040 ,642001904,6420,0,OK
8.80642E+12,루핑 0.5ml x 30관,"5,500",6420029926,6420,02992,8806420029926 ,8806420029926 ,642002992,6420,6,OK
8.80642E+12,마이녹실액5% 360ml,"55,000",6420035675,6420,03567,8806420035675 ,8806420035675 ,642003567,6420,5,OK
8.80642E+12,버물리 플라스타 42매,"5,000",6420038515,6420,03851,8806420038515 ,8806420038515 ,642003851,6420,5,OK
8.80642E+12,풋원겔 15g,"3,000",6420044516,6420,04451,8806420044516 ,8806420044516 ,642004451,6420,6,OK
8.80642E+12,유린타민캡슐 360C,"60,000",6420047852,6420,04785,8806420047852 ,8806420047852 ,642004785,6420,2,OK
8.80642E+12,마이녹실폼 에어로솔5% 60g,"15,000",6420052917,6420,05291,8806420052917 ,8806420052917 ,642005291,6420,7,OK
8.80642E+12,둥근머리 버물리 에스겔 35g,"3,500",6420053419,6420,05341,8806420053419 ,8806420053419 ,642005341,6420,9,OK
8.80642E+12,안티푸라민 에스로션(손흥민에디션) 100ml,"3,000",6421010220,6421,01022,8806421010220 ,8806421010220 ,642101022,6421,0,OK
8.80642E+12,안티푸라민 에스로션(손흥민에디션) 500ml,"11,000",6421010251,6421,01025,8806421010251 ,8806421010251 ,642101025,6421,1,OK
8.80642E+12,알마겔에프 15ml x 6P,"1,700",6421010756,6421,01075,8806421010756 ,8806421010756 ,642101075,6421,6,OK
8.80642E+12,코푸정 에스 10T,"2,500",6421023114,6421,02311,8806421023114 ,8806421023114 ,642102311,6421,4,OK
8.80642E+12,안티푸라민 파프 6매,"3,000",6421039436,6421,03943,8806421039436 ,8806421039436 ,642103943,6421,6,OK
8.80642E+12,안티푸라민 쿨 6매,"3,000",6421041330,6421,04133,8806421041330 ,8806421041330 ,642104133,6421,0,OK
8.80642E+12,덱스피드 10C,"2,500",6421041613,6421,04161,8806421041613 ,8806421041613 ,642104161,6421,3,OK
8.80642E+12,삐콤씨 100T,"22,000",6421042924,6421,04292,8806421042924 ,8806421042924 ,642104292,6421,4,OK
8.80642E+12,안티푸라민 한방 6매,"3,000",6421043013,6421,04301,8806421043013 ,8806421043013 ,642104301,6421,3,OK
8.80642E+12,래피콜노즈연질캡슐 10C,"2,000",6421044614,6421,04461,8806421044614 ,8806421044614 ,642104461,6421,4,OK
8.80642E+12,확펜 10C,"2,000",6421045116,6421,04511,8806421045116 ,8806421045116 ,642104511,6421,6,OK
8.80642E+12,젠텔정 2T,"1,100",6421050127,6421,05012,8806421050127 ,8806421050127 ,642105012,6421,7,OK
8.80642E+12,센스데이 21T,"6,000",6421050516,6421,05051,8806421050516 ,8806421050516 ,642105051,6421,6,OK
8.80642E+12,래피콜코프플러스연질캡슐 10C,"2,000",6421054118,6421,05411,8806421054118 ,8806421054118 ,642105411,6421,8,OK
8.80642E+12,코푸시럽에스 20ml x 12p,"3,800",6421055238,6421,05523,8806421055238 ,8806421055238 ,642105523,6421,8,OK
8.80642E+12,래피콜콜드연질캡슐 10C,"2,000",6421058918,6421,05891,8806421058918 ,8806421058918 ,642105891,6421,8,OK
8.80642E+12,라라올라 20ml x 30v,"60,000",6421061932,6421,06193,8806421061932 ,8806421061932 ,642106193,6421,2,OK
8.80642E+12,리버올라 20ml x 30V,"50,000",6421062328,6421,06232,8806421062328 ,8806421062328 ,642106232,6421,8,OK
8.80642E+12,래피콜케어 건조시럽 레몬향 12포,"10,000",6421062724,6421,06272,8806421062724 ,8806421062724 ,642106272,6421,4,OK
8.80642E+12,래피콜케어 건조시럽 히비스커스향 12포,"10,000",6421062748,6421,06274,8806421062748 ,8806421062748 ,642106274,6421,8,OK
8.80642E+12,콘택콜드캡슐 10C,"3,500",6421063714,6421,06371,8806421063714 ,8806421063714 ,642106371,6421,4,OK
8.80642E+12,아락실과립 8g,"20,000",6422014241,6422,01424,8806422014241 ,8806422014241 ,642201424,6422,1,OK
8.80642E+12,타벡스겔 50g,"9,000",6422021256,6422,02125,8806422021256 ,8806422021256 ,642202125,6422,6,OK
8.80642E+11,타벡스겔 50g,"9,000",642202156,6422,,880642202156 ,,,,TOO_SHORT,
8.80642E+12,아락실큐 20정,"3,500",6422024813,6422,02481,8806422024813 ,8806422024813 ,642202481,6422,3,OK
8.80642E+12,[부광] 클리스톤지 30g,"3,000",6422035727,6422,03572,8806422035727 ,8806422035727 ,642203572,6422,7,OK
8.80642E+12,코트리나,"3,000",6422044613,6422,04461,8806422044613 ,8806422044613 ,642204461,6422,3,OK
8.80642E+12,헥사메딘,"40,000",6422045443,6422,04544,8806422045443 ,8806422045443 ,642204544,6422,3,OK
8.80642E+12,위속엔 20정,"3,000",6422045528,6422,04552,8806422045528 ,8806422045528 ,642204552,6422,8,OK
8.80642E+12,쓸기담캅셀 50mg 60캡슐,"15,000",6423025116,6423,02511,8806423025116 ,8806423025116 ,642302511,6423,6,OK
8.80643E+12,까스활명수큐액 75ml,"1,000",6427000911,6427,00091,8806427000911 ,8806427000911 ,642700091,6427,1,OK
8.80643E+12,샤이닝 10T,"3,000",6427018510,6427,01851,8806427018510 ,8806427018510 ,642701851,6427,0,OK
8.80643E+12,잇치페이스트 120g,"8,800",6427026942,6427,02694,8806427026942 ,8806427026942 ,642702694,6427,2,OK
8.80643E+12,잇치 페이스트 피톤치드 150g,"11,000",6427026966,6427,02696,8806427026966 ,8806427026966 ,642702696,6427,6,OK
8.80643E+12,동화 판콜에스/30A,"15,000",6427035128,6427,03512,8806427035128 ,8806427035128 ,642703512,6427,8,OK
8.80643E+12,포스테리산 연고 25g,"6,000",6427036712,6427,03671,8806427036712 ,8806427036712 ,642703671,6427,2,OK
8.80643E+12,포스테리산 좌제 10개,"8,000",6427036828,6427,03682,8806427036828 ,8806427036828 ,642703682,6427,8,OK
8.80643E+12,동화 후시딘연고/5g,"4,800",6427039713,6427,03971,8806427039713 ,8806427039713 ,642703971,6427,3,OK
8.80643E+12,동화 후시딘연고/10g,"6,500",6427039720,6427,03972,8806427039720 ,8806427039720 ,642703972,6427,0,OK
8.80643E+12,아프타치정 10T,"6,000",6427041815,6427,04181,8806427041815 ,8806427041815 ,642704181,6427,5,OK
8.80643E+12,꼬마활명수액 10ml x 5개입,"4,000",6427064036,6427,06403,8806427064036 ,8806427064036 ,642706403,6427,6,OK
8.80643E+12,활명수유액 10ml x 5P,"4,000",6427065422,6427,06542,8806427065422 ,8806427065422 ,642706542,6427,2,OK
8.80643E+12,큐립연고 8g,"7,000",6427070914,6427,07091,8806427070914 ,8806427070914 ,642707091,6427,4,OK
8.80643E+12,큐립연고 마일드허브향 8g,"7,000",6427070921,6427,07092,8806427070921 ,8806427070921 ,642707092,6427,1,OK
8.80643E+12,소가프텐 10T,"2,000",6427071515,6427,07151,8806427071515 ,8806427071515 ,642707151,6427,5,OK
8.80643E+12,세비타비 18g,"8,000",6427071812,6427,07181,8806427071812 ,8806427071812 ,642707181,6427,2,OK
8.80643E+12,잇치페이스트 프로폴리스 140g,"14,000",6427073915,6427,07391,8806427073915 ,8806427073915 ,642707391,6427,5,OK
8.80643E+12,드라이언 30ml,"7,000",6427074615,6427,07461,8806427074615 ,8806427074615 ,642707461,6427,5,OK
8.80643E+12,화이투벤 노즈시럽 20ml x 5p,"2,500",6427075926,6427,07592,8806427075926 ,8806427075926 ,642707592,6427,6,OK
8.80643E+12,화이투벤 콜드시럽 20ml x 5p,"2,500",6427076022,6427,07602,8806427076022 ,8806427076022 ,642707602,6427,2,OK
8.80643E+12,화이투벤 코프시럽 20ml x 5p,"2,500",6427076121,6427,07612,8806427076121 ,8806427076121 ,642707612,6427,1,OK
8.80643E+12,화이투벤큐플러스 10C,"2,000",6427077913,6427,07791,8806427077913 ,8806427077913 ,642707791,6427,3,OK
8.80643E+12,화이투벤큐플러스 코프 10C,"2,000",6427078019,6427,07801,8806427078019 ,8806427078019 ,642707801,6427,9,OK
8.80643E+12,화이투벤큐플러스 노즈 10C,"2,000",6427078118,6427,07811,8806427078118 ,8806427078118 ,642707811,6427,8,OK
8.80643E+12,덴타포스 10C,"2,000",6428003010,6428,00301,8806428003010 ,8806428003010 ,642800301,6428,0,OK
8.80643E+12,비아핀 에멀젼 46.5g,"9,000",6428008114,6428,00811,8806428008114 ,8806428008114 ,642800811,6428,4,OK
8.80643E+12,콜로덤 에스액 10ml,"8,000",6428028518,6428,02851,8806428028518 ,8806428028518 ,642802851,6428,8,OK
8.80643E+12,하벤프레쉬나잘스프레이 15ml,"8,000",6428028617,6428,02861,8806428028617 ,8806428028617 ,642802861,6428,7,OK
8.80643E+12,하벤플러스 15ml,"8,000",6428028716,6428,02871,8806428028716 ,8806428028716 ,642802871,6428,6,OK
8.80643E+12,멀스토 2EA,"2,000",6428028921,6428,02892,8806428028921 ,8806428028921 ,642802892,6428,1,OK
8.80643E+12,더마큐 15g,"2,500",6429000810,6429,00081,8806429000810 ,8806429000810 ,642900081,6429,0,OK
8.80643E+12,더마큐 30g,"5,000",6429000827,6429,00082,8806429000827 ,8806429000827 ,642900082,6429,7,OK
8.80643E+12,덴큐 360T(병),"50,000",6429000933,6429,00093,8806429000933 ,8806429000933 ,642900093,6429,3,OK
8.80643E+12,세노바액(딸기향) 60ml,"4,000",6429007017,6429,00701,8806429007017 ,8806429007017 ,642900701,6429,7,OK
8.80643E+12,아로나민 골드 100T,"29,000",6429010024,6429,01002,8806429010024 ,8806429010024 ,642901002,6429,4,OK
8.80643E+12,아로나민 골드 300T,"88,000",6429010062,6429,01006,8806429010062 ,8806429010062 ,642901006,6429,2,OK
8.80643E+12,아로나민 씨플러스 100T,"32,000",6429010130,6429,01013,8806429010130 ,8806429010130 ,642901013,6429,0,OK
8.80643E+12,아로나민 씨플러스 300T,"85,000",6429010178,6429,01017,8806429010178 ,8806429010178 ,642901017,6429,8,OK
8.80643E+12,[일동] 엑소데릴 30ml,"6,000",6429017726,6429,01772,8806429017726 ,8806429017726 ,642901772,6429,6,OK
8.80643E+12,캐롤에프 10T,"2,000",6429020641,6429,02064,8806429020641 ,8806429020641 ,642902064,6429,1,OK
8.80643E+12,후루케어 200mg 10c,"2,500",6429026056,6429,02605,8806429026056 ,8806429026056 ,642902605,6429,6,OK
8.80643E+12,티로클 10g,"4,500",6429046627,6429,04662,8806429046627 ,8806429046627 ,642904662,6429,7,OK
8.80643E+12,아로나민 실버 프리미엄정 120T,"40,000",6429053212,6429,05321,8806429053212 ,8806429053212 ,642905321,6429,2,OK
8.80643E+12,무조라실쿨 20g,"6,000",6429058019,6429,05801,8806429058019 ,8806429058019 ,642905801,6429,9,OK
8.80643E+12,에너라민파워액,"150,000",6429059023,6429,05902,8806429059023 ,8806429059023 ,642905902,6429,3,OK
8.80643E+12,푸레파인 연고 28g,"6,500",6429059412,6429,05941,8806429059412 ,8806429059412 ,642905941,6429,2,OK
8.80643E+12,푸레파인 마일드 좌제 10T,"9,900",6429063921,6429,06392,8806429063921 ,8806429063921 ,642906392,6429,1,OK
8.80643E+12,푸레파인 마일드 연고 28g,"6,500",6429064010,6429,06401,8806429064010 ,8806429064010 ,642906401,6429,0,OK
8.80643E+12,아로나민 골드 프리미엄 120T,"50,000",6429065512,6429,06551,8806429065512 ,8806429065512 ,642906551,6429,2,OK
8.80643E+12,아로나민 골드 프리미엄 180T,"60,000",6429065536,6429,06553,8806429065536 ,8806429065536 ,642906553,6429,6,OK
8.80643E+12,엑세라민 엔,"60,000",6429068018,6429,06801,8806429068018 ,8806429068018 ,642906801,6429,8,OK
8.80643E+12,푸레파쎈600,"35,000",6429068810,6429,06881,8806429068810 ,8806429068810 ,642906881,6429,0,OK
8.80643E+12,콘센비타800,"60,000",6429068916,6429,06891,8806429068916 ,8806429068916 ,642906891,6429,6,OK
8.80643E+12,로이히츠보코 156매,"15,000",6429069015,6429,06901,8806429069015 ,8806429069015 ,642906901,6429,5,OK
8.80643E+12,판테놀케어 60g,"8,000",6429069718,6429,06971,8806429069718 ,8806429069718 ,642906971,6429,8,OK
8.80643E+12,푸레파스피드 24T,"12,000",6429070820,6429,07082,8806429070820 ,8806429070820 ,642907082,6429,0,OK
8.80643E+12,미녹시딜3% 200ml,"25,000",6432001316,6432,00131,8806432001316 ,8806432001316 ,643200131,6432,6,OK
8.80643E+12,미녹시딜5% 200ml,"25,000",6432001422,6432,00142,8806432001422 ,8806432001422 ,643200142,6432,2,OK
8.80643E+12,디퓨탭 10T,"2,500",6432002948,6432,00294,8806432002948 ,8806432002948 ,643200294,6432,8,OK
8.80643E+12,디퓨탭 30T,"6,000",6432002962,6432,00296,8806432002962 ,8806432002962 ,643200296,6432,2,OK
8.80643E+12,비가졸액 120ml,"7,000",6432005024,6432,00502,8806432005024 ,8806432005024 ,643200502,6432,4,OK
8.80643E+12,[동성] 쎄레론지 30g,"3,000",6432006014,6432,00601,8806432006014 ,8806432006014 ,643200601,6432,4,OK
8.80643E+12,유그린에프 50g,"5,000",6432008537,6432,00853,8806432008537 ,8806432008537 ,643200853,6432,7,OK
8.80643E+12,바로비크림 10g,"3,000",6432013517,6432,01351,8806432013517 ,8806432013517 ,643201351,6432,7,OK
8.80643E+12,바르핀쿨크림 20g,"7,000",6432027910,6432,02791,8806432027910 ,8806432027910 ,643202791,6432,0,OK
8.80643E+12,치스민 60C,"15,000",6432029716,6432,02971,8806432029716 ,8806432029716 ,643202971,6432,6,OK
8.80643E+12,정로환에프 100환,"5,500",6432029815,6432,02981,8806432029815 ,8806432029815 ,643202981,6432,5,OK
8.80643E+12,정로환에프 36T,"4,500",6432030224,6432,03022,8806432030224 ,8806432030224 ,643203022,6432,4,OK
8.80643E+12,디알클린 0.5ml*30,"7,000",6432030637,6432,03063,8806432030637 ,8806432030637 ,643203063,6432,7,OK
8.80643E+12,록소앤 튜브타입 50g,"7,000",6432033515,6432,03351,8806432033515 ,8806432033515 ,643203351,6432,5,OK
8.80643E+12,록소앤겔(롤온) 50g,"7,000",6432033522,6432,03352,8806432033522 ,8806432033522 ,643203352,6432,2,OK
8.80643E+12,바르핀케어네일라카 5ml,"15,000",6432034512,6432,03451,8806432034512 ,8806432034512 ,643203451,6432,2,OK
8.80643E+12,토스롱S 20ml x 5P,"3,000",6432034727,6432,03472,8806432034727 ,8806432034727 ,643203472,6432,7,OK
8.80643E+12,이엠지 스피드 더블액션 20ml x 5P,"8,000",6432035021,6432,03502,8806432035021 ,8806432035021 ,643203502,6432,1,OK
8.80643E+12,디클리어 25ml,"7,000",6432035113,6432,03511,8806432035113 ,8806432035113 ,643203511,6432,3,OK
8.80643E+12,젤콤정 500mg 1T,"1,000",6433025212,6433,02521,8806433025212 ,8806433025212 ,643302521,6433,2,OK
8.80643E+12,젤콤현탁액 15ml x 2P,"2,500",6433025328,6433,02532,8806433025328 ,8806433025328 ,643302532,6433,8,OK
8.80643E+12,펜잘큐 10T,"2,500",6433050214,6433,05021,8806433050214 ,8806433050214 ,643305021,6433,4,OK
8.80643E+12,류파프카타플라스마 6P,"3,000",6433052317,6433,05231,8806433052317 ,8806433052317 ,643305231,6433,7,OK
8.80643E+12,류파프카타플라스마(H-TYPE) 6P,"3,000",6433052324,6433,05232,8806433052324 ,8806433052324 ,643305232,6433,4,OK
8.80643E+12,모드코S 코감기 10C,"2,500",6433062811,6433,06281,8806433062811 ,8806433062811 ,643306281,6433,1,OK
8.80643E+12,모드콜S 종합감기 10C,"2,500",6433062910,6433,06291,8806433062910 ,8806433062910 ,643306291,6433,0,OK
8.80643E+12,모드콜S 종합감기 연질캡슐 20C,"4,000",6433062927,6433,06292,8806433062927 ,8806433062927 ,643306292,6433,7,OK
8.80643E+12,모드코프S 목감기 10C,"2,500",6433063016,6433,06301,8806433063016 ,8806433063016 ,643306301,6433,6,OK
8.80643E+12,프리페민 90T,"40,000",6433065928,6433,06592,8806433065928 ,8806433065928 ,643306592,6433,8,OK
8.80643E+12,낙센 250mg 10C,"2,000",6433069315,6433,06931,8806433069315 ,8806433069315 ,643306931,6433,5,OK
8.80643E+12,모드콜 콜드시럽(성인용) 15ml x 5P,"2,500",6433090425,6433,09042,8806433090425 ,8806433090425 ,643309042,6433,5,OK
8.80643E+12,모드콜 콜드시럽(소아용) 5ml x 10P,"2,500",6433090524,6433,09052,8806433090524 ,8806433090524 ,643309052,6433,4,OK
8.80643E+12,모드콜 코프시럽(성인용) 20ml x 5P,"2,500",6433090623,6433,09062,8806433090623 ,8806433090623 ,643309062,6433,3,OK
8.80643E+12,모드콜코프시럽(소아용) 5ml x 10P,"2,500",6433090722,6433,09072,8806433090722 ,8806433090722 ,643309072,6433,2,OK
8.80643E+12,모드콜로시럽 20ml x 5P,"3,500",6433092528,6433,09252,8806433092528 ,8806433092528 ,643309252,6433,8,OK
8.80643E+12,모드콜 노즈시럽(소아용) 5ml x 10P,"2,500",6433092627,6433,09262,8806433092627 ,8806433092627 ,643309262,6433,7,OK
8.80643E+12,포텐스틱 20ml x 5P,"7,500",6433092726,6433,09272,8806433092726 ,8806433092726 ,643309272,6433,6,OK
8.80643E+12,포텐스틱 20ml x 20P,"30,000",6433092733,6433,09273,8806433092733 ,8806433092733 ,643309273,6433,3,OK
8.80643E+12,모드콜 노즈시럽(성인용) 20ml x 5P,"2,500",6433092924,6433,09292,8806433092924 ,8806433092924 ,643309292,6433,4,OK
8.80643E+12,동의고 카타플라스마(8cmX12cm) 6P,"3,000",6433094218,6433,09421,8806433094218 ,8806433094218 ,643309421,6433,8,OK
8.80643E+12,브레이닝 60C,"30,000",6433094317,6433,09431,8806433094317 ,8806433094317 ,643309431,6433,7,OK
8.80643E+12,더마그램 100ml,"13,000",6433095710,6433,09571,8806433095710 ,8806433095710 ,643309571,6433,0,OK
8.80643E+12,더마그램 18g,"7,500",6433095819,6433,09581,8806433095819 ,8806433095819 ,643309581,6433,9,OK
8.80643E+12,모드콜 키즈펜시럽 5ml x 10P,"2,500",6433098926,6433,09892,8806433098926 ,8806433098926 ,643309892,6433,6,OK
8.80643E+12,장트라올라 30C,"7,000",6433099114,6433,09911,8806433099114 ,8806433099114 ,643309911,6433,4,OK
8.80643E+12,더마그램 30C,"9,000",6433099817,6433,09981,8806433099817 ,8806433099817 ,643309981,6433,7,OK
8.80643E+12,더마그램 피디알엔 10g,"30,000",6433101114,6433,10111,8806433101114 ,8806433101114 ,643310111,6433,4,OK
8.80643E+12,더마그램 피디알엔 크림 30g,"70,000",6433101121,6433,10112,8806433101121 ,8806433101121 ,643310112,6433,1,OK
